"Player","Team","REC","YDS","TDS","ATT","YDS","TDS","FL","FPTS"
"Â ","","",""
"Justin Jefferson","MIN","109.9","1,518.6","7.7","3.6","17.6","0.4","0.4","256.3"
"","high","124.6","1,684.2","10.2","4.2","23.5","1.0","0.0","338.2"
"","low","101.2","1,336.0","6.0","3.0","13.2","0.1","1.0","235.0"
"Ja'Marr Chase","CIN","108.3","1,374.4","9.8","6.2","26.5","0.1","1.1","251.7"
"","high","117.0","1,496.1","11.4","8.5","37.9","0.3","0.0","366.9"
"","low","95.0","1,236.0","8.6","4.2","16.0","0.0","2.0","219.1"
"Cooper Kupp","LAR","102.7","1,310.2","8.8","7.8","78.0","1.1","0.6","248.4"
"","high","111.5","1,429.9","10.7","9.2","175.7","2.6","0.1","355.5"
"","low","98.0","1,182.0","7.8","5.3","28.1","0.3","1.0","220.4"
"Tyreek Hill","MIA","104.6","1,375.6","7.7","9.7","58.6","0.7","0.5","245.2"
"","high","114.3","1,453.3","10.4","10.7","68.3","1.0","0.0","365.4"
"","low","92.0","1,265.0","5.0","8.0","42.0","0.5","1.0","205.3"
"CeeDee Lamb","DAL","98.0","1,277.5","8.0","8.3","54.2","0.3","0.5","231.0"
"","high","107.5","1,377.1","9.9","11.0","74.0","0.7","0.1","349.2"
"","low","88.0","1,136.0","6.0","4.9","29.9","0.0","1.0","195.0"
"Stefon Diggs","BUF","96.7","1,302.3","8.3","1.0","4.9","0.0","0.6","227.9"
"","high","110.1","1,448.3","10.4","2.0","15.1","0.0","0.0","309.6"
"","low","89.0","1,185.0","7.2","0.0","-1.0","0.0","1.0","203.4"
"Davante Adams","LV","91.7","1,192.6","8.5","2.4","8.4","0.1","0.5","216.2"
"","high","108.0","1,339.2","10.3","4.6","25.6","0.3","0.0","288.1"
"","low","80.1","1,116.7","6.5","0.6","0.0","0.0","1.0","206.8"
"Amon-Ra St. Brown","DET","103.4","1,172.2","5.9","7.0","58.4","0.3","0.4","211.4"
"","high","109.2","1,271.2","7.5","8.5","82.8","0.5","0.0","327.8"
"","low","96.0","1,062.0","3.9","4.6","26.5","0.0","1.0","186.7"
"A.J. Brown","PHI","78.2","1,197.8","8.6","0.5","5.7","0.1","0.6","210.0"
"","high","92.3","1,380.7","10.0","1.4","19.0","0.2","0.0","257.3"
"","low","69.3","1,085.6","6.7","0.0","0.0","0.0","1.0","203.1"
"Jaylen Waddle","MIA","78.0","1,179.0","6.4","5.5","44.8","0.3","0.6","200.1"
"","high","87.0","1,279.8","7.8","10.7","78.0","0.6","0.0","285.6"
"","low","69.0","1,104.9","5.0","2.7","16.9","0.0","1.0","178.0"
"Garrett Wilson","NYJ","85.0","1,148.9","5.8","2.5","4.2","0.0","0.7","191.2"
"","high","96.4","1,268.9","9.5","4.5","8.2","0.0","0.0","257.0"
"","low","77.8","1,023.0","2.1","0.0","0.0","0.0","1.2","180.5"
"Chris Olave","NO","83.8","1,161.7","5.8","0.0","0.2","0.0","1.4","190.0"
"","high","88.5","1,271.4","6.9","0.0","0.9","0.0","0.0","281.7"
"","low","76.0","1,108.0","4.0","0.0","0.0","0.0","2.2","164.9"
"Deebo Samuel","SF","72.3","916.1","3.9","42.0","261.0","2.6","1.5","189.6"
"","high","78.0","982.4","5.8","49.0","331.0","3.5","1.0","271.7"
"","low","61.0","847.0","1.3","37.6","209.4","1.4","2.0","167.1"
"Calvin Ridley","JAC","85.0","1,066.2","6.7","2.3","5.2","0.0","0.5","189.2"
"","high","94.5","1,174.7","7.8","4.0","14.1","0.0","0.0","283.9"
"","low","72.0","938.0","5.4","0.0","0.0","0.0","1.0","168.5"
"Tee Higgins","CIN","80.6","1,091.4","6.7","0.9","3.6","0.0","0.5","188.7"
"","high","93.9","1,165.4","7.9","1.6","8.8","0.0","0.0","269.7"
"","low","71.0","1,012.0","6.0","0.0","0.0","0.0","1.0","166.3"
"Amari Cooper","CLE","73.4","1,053.2","7.4","0.9","2.4","0.0","0.3","186.2"
"","high","80.9","1,124.1","8.0","1.6","4.7","0.0","0.0","268.0"
"","low","68.0","981.0","6.4","0.0","0.0","0.0","1.0","171.7"
"DeVonta Smith","PHI","83.1","1,056.3","6.3","0.0","0.2","0.0","0.6","184.0"
"","high","91.1","1,121.6","7.0","0.0","0.8","0.0","0.0","267.9"
"","low","76.0","965.0","5.7","0.0","0.0","0.0","1.0","168.5"
"DK Metcalf","SEA","80.3","987.8","7.1","0.2","1.6","0.0","0.8","180.2"
"","high","91.9","1,070.3","8.4","0.7","3.7","0.0","0.0","258.3"
"","low","69.0","884.0","6.0","0.0","0.0","0.0","1.3","155.2"
"Christian Watson","GB","70.4","951.2","5.9","6.6","65.0","1.3","0.3","178.9"
"","high","82.3","1,063.0","7.0","8.1","92.8","2.3","0.0","251.7"
"","low","58.0","858.0","2.9","4.6","26.9","0.4","1.0","168.2"
"Keenan Allen","LAC","88.7","1,002.5","5.4","2.2","11.1","0.1","0.6","177.3"
"","high","93.5","1,083.3","6.1","4.3","23.9","0.2","0.0","262.6"
"","low","84.7","950.0","4.9","1.0","5.8","0.0","1.0","158.4"
"Jerry Jeudy","DEN","72.1","1,048.5","5.5","2.0","19.1","0.0","0.3","175.4"
"","high","84.2","1,122.9","6.9","3.0","30.0","0.0","0.0","245.9"
"","low","64.0","965.0","3.0","0.0","0.0","0.0","1.0","158.0"
"Mike Evans","TB","72.3","995.3","6.1","0.1","9.9","0.0","0.3","172.5"
"","high","79.9","1,125.4","7.2","0.2","37.1","0.0","0.0","264.5"
"","low","66.0","856.4","5.0","0.0","0.0","0.0","1.0","145.1"
"DeAndre Hopkins","TEN","76.8","1,008.8","5.7","0.3","1.7","0.0","0.7","172.5"
"","high","80.9","1,063.9","6.5","0.8","4.9","0.0","0.0","250.6"
"","low","74.0","985.0","4.1","0.0","0.0","0.0","1.0","161.4"
"Christian Kirk","JAC","77.7","946.7","6.0","4.4","24.9","0.1","0.4","171.6"
"","high","86.3","1,102.7","7.0","4.7","33.7","0.2","0.0","256.5"
"","low","67.0","839.0","4.2","4.0","17.0","0.0","1.0","154.9"
"Chris Godwin","TB","93.8","979.0","4.2","3.1","14.1","0.2","0.6","171.1"
"","high","97.0","1,032.8","6.1","4.4","25.0","0.2","0.0","273.6"
"","low","90.0","888.0","3.0","1.9","6.0","0.0","1.0","143.9"
"Mike Williams","LAC","71.8","999.1","5.7","1.6","6.7","0.0","0.3","170.4"
"","high","79.5","1,061.3","8.2","4.3","23.7","0.2","0.0","255.2"
"","low","60.0","873.0","3.9","0.0","0.0","0.0","1.0","143.9"
"Terry McLaurin","WAS","70.8","1,025.0","5.0","4.2","24.3","0.1","0.4","170.1"
"","high","78.5","1,061.0","6.8","5.0","29.3","0.3","0.0","255.2"
"","low","63.0","944.0","4.0","2.5","17.6","0.0","1.0","144.4"
"Drake London","ATL","75.8","937.1","5.7","0.0","0.2","0.0","2.1","161.6"
"","high","77.2","973.2","6.1","0.0","0.8","0.0","0.0","238.5"
"","low","73.4","903.9","5.0","0.0","0.0","0.0","3.4","153.9"
"Tyler Lockett","SEA","72.6","893.7","6.0","0.4","1.0","0.0","0.5","160.8"
"","high","86.7","1,023.0","6.8","1.2","2.3","0.0","0.0","223.4"
"","low","65.0","802.0","5.2","0.0","0.0","0.0","1.0","142.3"
"DJ Moore","CHI","59.4","905.9","6.4","4.8","30.3","0.0","0.5","160.8"
"","high","69.8","1,076.4","9.0","8.0","53.0","0.2","0.1","211.8"
"","low","53.3","801.0","3.2","0.0","0.0","0.0","1.0","155.7"
"Marquise Brown","ARI","79.6","891.9","5.0","2.3","12.5","0.1","0.4","159.7"
"","high","91.4","1,054.6","5.5","4.6","27.2","0.2","0.0","216.3"
"","low","69.4","796.6","4.3","1.0","4.0","0.0","1.0","145.8"
"Brandin Cooks","DAL","71.3","884.1","5.2","3.4","23.4","0.1","0.3","157.8"
"","high","79.1","1,058.3","6.8","4.9","30.3","0.3","0.0","265.4"
"","low","61.0","784.0","2.8","2.4","14.0","0.0","1.0","133.7"
"Brandon Aiyuk","SF","62.6","893.8","5.4","3.7","23.3","0.2","0.5","155.7"
"","high","69.3","1,008.8","6.0","5.0","37.0","0.6","0.0","225.0"
"","low","58.0","803.0","4.3","2.0","3.0","0.0","1.0","138.3"
"Michael Pittman Jr.","IND","76.8","875.1","4.1","2.5","23.8","0.0","0.5","152.2"
"","high","84.2","989.1","5.7","4.4","40.8","0.1","0.0","245.3"
"","low","67.0","687.0","3.0","0.0","0.0","0.0","1.0","116.4"
"Diontae Johnson","PIT","77.1","879.4","4.1","3.5","20.5","0.0","0.7","151.4"
"","high","82.9","898.0","5.3","6.0","32.7","0.1","0.0","229.8"
"","low","72.5","825.0","3.0","0.0","0.0","0.0","1.2","128.6"
"Jahan Dotson","WAS","57.4","815.1","6.6","4.1","12.3","0.1","0.3","151.2"
"","high","63.5","947.2","8.2","7.5","43.6","0.4","0.0","221.3"
"","low","51.0","726.1","4.9","2.0","-7.0","0.0","1.0","140.7"
"Gabe Davis","BUF","49.7","812.4","6.5","0.1","1.1","0.0","0.4","144.1"
"","high","54.3","919.9","7.0","0.3","4.4","0.0","0.0","211.0"
"","low","41.0","730.0","5.6","0.0","0.0","0.0","1.0","128.9"
"George Pickens","PIT","52.3","828.9","4.9","2.1","15.2","0.5","0.3","142.2"
"","high","62.8","892.3","6.0","3.3","26.3","1.1","0.0","190.8"
"","low","46.2","761.0","2.8","0.0","0.0","0.0","1.0","134.2"
"Jordan Addison","MIN","61.8","820.5","4.7","2.0","11.7","0.1","0.9","141.0"
"","high","69.8","905.0","5.9","4.0","25.2","0.2","0.0","183.9"
"","low","55.6","693.8","4.0","0.0","0.0","0.0","2.0","133.9"
"JuJu Smith-Schuster","NE","73.2","796.6","4.0","0.3","1.4","0.1","0.7","139.6"
"","high","79.0","902.2","4.8","0.9","2.6","0.3","0.0","234.4"
"","low","69.0","732.0","3.0","0.0","0.0","0.0","1.1","118.6"
"Michael Thomas","NO","66.8","779.3","4.7","0.5","2.0","0.0","0.3","139.0"
"","high","75.1","910.1","7.0","1.0","7.0","0.0","0.0","238.1"
"","low","55.0","640.0","1.3","0.0","0.0","0.0","1.0","128.4"
"Treylon Burks","TEN","57.8","790.9","3.6","6.0","53.6","0.1","0.3","134.9"
"","high","70.1","937.7","5.3","8.1","95.5","0.2","0.0","173.6"
"","low","51.0","636.1","2.0","5.0","26.2","0.0","1.0","112.9"
"Jaxon Smith-Njigba","SEA","57.8","787.2","4.3","2.0","12.8","0.1","0.8","133.6"
"","high","68.0","859.4","5.0","3.9","24.6","0.2","0.0","178.3"
"","low","49.4","638.7","4.0","0.0","0.0","0.0","2.0","120.9"
"Courtland Sutton","DEN","57.5","794.1","3.6","0.8","4.1","0.0","0.3","129.5"
"","high","59.6","921.6","5.1","1.3","7.2","0.0","0.0","186.8"
"","low","56.0","740.6","1.7","0.0","0.0","0.0","1.0","113.8"
"Zay Flowers","BAL","53.2","753.1","4.5","1.9","15.4","0.1","0.8","129.4"
"","high","59.6","825.1","5.0","3.8","25.0","0.2","0.0","178.8"
"","low","49.0","702.4","3.8","0.0","0.0","0.0","2.0","121.6"
"Nico Collins","HOU","58.7","725.8","4.5","0.0","0.2","0.0","0.3","128.5"
"","high","63.3","830.7","5.4","0.0","0.8","0.0","0.0","204.6"
"","low","55.0","634.6","3.9","0.0","0.0","0.0","1.0","118.3"
"Jakobi Meyers","LV","62.4","743.2","3.7","1.2","2.5","0.0","0.7","126.6"
"","high","65.8","805.6","4.7","2.0","12.9","0.1","0.0","207.4"
"","low","57.0","691.1","2.7","0.0","-5.0","0.0","1.1","117.2"
"Rondale Moore","ARI","70.6","717.5","2.3","14.8","61.8","0.1","0.6","126.1"
"","high","74.0","795.7","3.7","21.0","114.0","0.2","0.0","215.9"
"","low","65.0","619.0","0.2","4.6","26.9","0.0","1.0","102.3"
"Kadarius Toney","KC","51.3","557.8","3.8","11.9","126.0","1.6","0.7","124.9"
"","high","67.6","686.8","4.1","18.0","195.0","3.0","0.1","214.5"
"","low","38.0","405.0","3.1","8.4","48.3","0.6","1.0","109.6"
"Zay Jones","JAC","62.1","679.3","3.7","1.8","7.5","0.0","0.5","121.0"
"","high","67.9","757.1","5.0","3.0","11.0","0.1","0.0","206.1"
"","low","58.0","605.0","1.6","0.0","0.0","0.0","1.0","105.0"
"Tyler Boyd","CIN","56.8","706.0","3.5","2.5","13.3","0.1","0.5","120.9"
"","high","64.2","857.2","4.0","4.2","24.1","0.2","0.0","202.8"
"","low","52.3","597.8","2.5","1.0","3.1","0.0","1.0","111.4"
"Allen Lazard","NYJ","53.3","669.1","4.4","1.4","9.9","0.0","0.3","120.7"
"","high","55.4","736.0","4.8","2.2","18.9","0.1","0.0","171.1"
"","low","51.0","632.8","4.0","0.0","0.0","0.0","1.0","114.7"
"Marquez Valdes-Scantling","KC","45.1","707.6","4.1","0.9","2.4","0.0","0.1","117.9"
"","high","52.1","819.4","5.3","1.8","4.9","0.0","0.0","189.2"
"","low","36.0","621.0","3.0","0.0","0.0","0.0","0.3","93.5"
"Rashod Bateman","BAL","47.9","722.2","3.8","0.0","0.4","0.0","1.0","117.1"
"","high","52.5","778.6","4.1","0.0","1.7","0.0","0.0","172.7"
"","low","43.0","647.5","3.3","0.0","0.0","0.0","2.0","110.9"
"DJ Chark Jr.","CAR","44.7","706.0","3.8","0.2","1.7","0.0","0.0","116.1"
"","high","49.6","744.1","4.4","0.5","5.4","0.0","0.0","167.8"
"","low","40.0","680.4","3.0","0.0","0.0","0.0","0.0","109.4"
"Quentin Johnston","LAC","48.0","693.0","3.6","3.4","17.5","0.1","0.8","115.8"
"","high","63.2","825.1","4.1","4.3","23.8","0.2","0.0","166.2"
"","low","31.8","390.2","2.6","2.0","8.0","0.0","2.0","111.0"
"DeVante Parker","NE","46.6","692.3","3.8","0.0","0.2","0.0","0.0","115.4"
"","high","52.8","899.0","5.9","0.0","0.9","0.0","0.0","201.7"
"","low","40.0","593.0","1.9","0.0","0.0","0.0","0.0","97.3"
"Romeo Doubs","GB","54.2","631.5","4.3","0.8","7.7","0.0","0.8","115.2"
"","high","58.0","713.7","5.0","1.5","16.4","0.0","0.0","174.7"
"","low","50.8","565.9","3.6","0.0","0.0","0.0","1.3","106.0"
"Darnell Mooney","CHI","50.9","661.6","3.8","1.9","8.9","0.1","0.3","115.1"
"","high","57.0","768.5","4.7","3.7","17.9","0.3","0.0","188.1"
"","low","47.8","569.1","2.7","0.0","0.0","0.0","1.0","102.5"
"Adam Thielen","CAR","50.6","615.4","4.4","0.9","6.3","0.1","0.4","113.3"
"","high","53.0","681.0","5.0","1.8","14.6","0.2","0.0","169.1"
"","low","46.1","544.2","3.8","0.0","0.0","0.0","1.0","102.1"
"Hunter Renfrow","LV","60.8","595.1","3.7","0.6","4.7","0.0","0.6","111.6"
"","high","66.6","664.5","4.9","1.0","17.2","0.0","0.0","194.5"
"","low","55.8","533.1","2.9","0.0","0.0","0.0","1.0","99.4"
"Donovan Peoples-Jones","CLE","46.7","690.7","3.2","0.5","0.6","0.0","0.6","110.4"
"","high","51.0","754.4","5.0","1.0","1.0","0.0","0.0","163.4"
"","low","43.8","608.3","2.0","0.0","0.0","0.0","1.0","100.5"
"Jonathan Mingo","CAR","46.8","658.7","3.3","1.6","15.9","0.1","0.5","109.8"
"","high","49.8","727.0","4.5","2.8","36.4","0.2","0.0","174.4"
"","low","44.0","569.7","1.9","0.0","0.0","0.0","1.0","101.5"
"Jameson Williams","DET","42.6","638.6","3.6","2.5","24.2","0.1","0.5","108.8"
"","high","52.0","752.0","5.0","5.4","37.0","0.3","0.0","147.3"
"","low","33.9","475.1","2.2","0.0","0.0","0.0","1.0","107.8"
"Skyy Moore","KC","49.1","625.3","3.5","6.1","36.2","0.2","2.6","108.1"
"","high","59.0","799.3","5.0","8.4","49.7","0.6","0.0","147.0"
"","low","34.0","369.4","2.0","4.0","21.0","0.0","5.0","106.6"
"Van Jefferson","LAR","42.2","600.2","3.9","0.9","6.2","0.0","0.0","105.4"
"","high","47.9","697.8","4.8","1.6","13.4","0.0","0.0","168.6"
"","low","36.0","528.0","2.8","0.0","0.0","0.0","0.0","91.1"
"Isaiah Hodgins","NYG","47.2","538.4","4.8","0.0","0.7","0.0","0.7","105.0"
"","high","57.3","759.5","6.0","0.0","1.9","0.0","0.0","192.1"
"","low","31.2","335.7","2.2","0.0","0.0","0.0","1.1","69.9"
"K.J. Osborn","MIN","47.5","541.7","4.3","2.6","12.2","0.1","0.3","104.5"
"","high","58.7","698.4","5.1","4.2","23.6","0.2","0.0","183.9"
"","low","36.8","401.2","2.9","1.6","5.0","0.0","1.0","84.0"
"Curtis Samuel","WAS","44.8","487.0","2.4","24.5","145.1","0.9","0.5","104.4"
"","high","47.0","554.9","3.0","32.0","191.5","1.0","0.3","146.6"
"","low","40.8","452.4","1.1","17.6","102.4","0.6","1.0","90.4"
"Michael Gallup","DAL","45.9","589.0","3.7","0.0","1.1","0.0","0.0","104.3"
"","high","55.6","694.1","5.5","0.0","4.4","0.0","0.0","135.1"
"","low","40.1","487.0","2.6","0.0","0.0","0.0","0.0","85.9"
"Robert Woods","HOU","55.5","554.1","2.8","4.2","19.8","0.2","0.5","102.1"
"","high","67.4","670.9","4.2","8.5","53.5","0.7","0.0","187.6"
"","low","47.2","486.0","1.2","0.0","0.0","0.0","1.0","83.8"
"Elijah Moore","CLE","42.7","578.5","3.1","4.9","24.4","0.2","0.3","100.7"
"","high","55.0","709.5","4.1","7.6","44.6","0.8","0.0","155.6"
"","low","18.8","261.4","1.4","0.0","0.0","0.0","1.0","78.5"
"Jayden Reed","GB","46.3","588.9","2.9","1.3","13.0","0.1","0.2","100.6"
"","high","49.4","610.6","3.6","2.6","22.7","0.1","0.0","146.5"
"","low","43.3","555.3","1.6","0.0","0.0","0.0","0.4","103.2"
"Rashid Shaheed","NO","36.4","577.7","2.3","3.4","47.1","0.9","0.3","99.4"
"","high","38.7","691.0","3.7","5.2","74.8","2.0","0.0","140.5"
"","low","32.0","511.1","1.0","0.0","0.0","0.0","1.0","84.1"
"John Metchie III","HOU","43.6","580.6","2.9","1.5","10.8","0.1","0.2","98.6"
"","high","51.7","681.0","4.5","2.9","17.8","0.1","0.0","170.7"
"","low","35.6","404.0","2.0","0.0","0.0","0.0","0.4","75.2"
"Russell Gage","TB","54.5","547.4","2.8","0.4","1.5","0.0","0.6","97.4"
"","high","59.0","659.0","4.0","1.1","4.0","0.0","0.0","172.9"
"","low","45.6","495.9","0.8","0.0","0.0","0.0","1.0","92.7"
"Odell Beckham Jr.","BAL","36.3","513.5","3.4","1.8","25.6","0.3","0.1","94.3"
"","high","46.0","680.3","5.0","3.0","58.0","1.0","0.0","132.1"
"","low","18.0","210.8","1.6","0.0","0.0","0.0","0.3","68.6"
"Greg Dortch","ARI","54.6","497.6","2.0","6.4","51.2","0.1","0.5","93.2"
"","high","59.0","604.7","2.8","10.0","72.0","0.2","0.1","166.7"
"","low","51.2","258.4","0.7","4.5","27.4","0.0","1.0","74.9"
"Alec Pierce","IND","37.2","587.8","2.4","0.0","0.2","0.0","0.0","92.1"
"","high","41.7","742.8","3.4","0.0","1.0","0.0","0.0","142.0"
"","low","29.0","475.0","1.8","0.0","0.0","0.0","0.0","68.6"
"Darius Slayton","NYG","38.1","580.8","2.4","0.6","1.9","0.0","0.6","90.4"
"","high","40.2","659.9","2.9","1.0","7.6","0.0","0.0","140.0"
"","low","37.0","476.2","1.9","0.0","0.0","0.0","1.0","78.0"
"Mecole Hardman Jr.","NYJ","37.6","458.7","2.6","8.1","62.8","0.9","0.9","90.4"
"","high","38.2","520.1","3.2","9.3","89.2","2.0","0.2","131.5"
"","low","37.0","431.3","1.8","6.0","45.1","0.5","1.4","83.8"
"Khalil Shakir","BUF","41.4","540.0","2.4","1.8","9.2","0.1","0.2","90.3"
"","high","44.6","562.8","3.5","3.5","22.4","0.2","0.0","134.7"
"","low","38.2","518.3","0.7","0.0","0.0","0.0","0.4","95.1"
